entry,at,order
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:09:45.381Z,164049178538100
"""Mot$ @ m8FyQBZbz8"" raises to 4",2021-12-26T04:09:44.325Z,164049178432500
"""mangarino @ UBRS2d0ZyT"" posts a big blind of 2",2021-12-26T04:09:39.612Z,164049177961211
"""areeke @ 1owkVtOQsF"" posts a small blind of 1",2021-12-26T04:09:39.612Z,164049177961210
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (232) | #3 ""Butterpup @ kvBEwd541y"" (197) | #5 ""areeke @ 1owkVtOQsF"" (773) | #6 ""mangarino @ UBRS2d0ZyT"" (136) | #7 ""Mot$ @ m8FyQBZbz8"" (334) | #8 ""thecow808 @ uTl-xcNY0V"" (714) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (544)",2021-12-26T04:09:39.612Z,164049177961201
"-- starting hand #245  (No Limit Texas Hold'em) (dealer: ""Butterpup @ kvBEwd541y"") --",2021-12-26T04:09:39.612Z,164049177961200
"-- ending hand #244 --",2021-12-26T04:09:36.678Z,164049177667802
"""thecow808 @ uTl-xcNY0V"" collected 71 from pot",2021-12-26T04:09:36.678Z,164049177667801
"Uncalled bet of 53 returned to ""thecow808 @ uTl-xcNY0V""",2021-12-26T04:09:36.678Z,164049177667800
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:09:35.838Z,164049177583800
"""thecow808 @ uTl-xcNY0V"" bets 53",2021-12-26T04:09:31.797Z,164049177179700
"River: 2♥, K♦, 10♣, 2♠ [4♠]",2021-12-26T04:09:25.244Z,164049176524400
"""Makkah @ 2dJHfqjO-R"" checks",2021-12-26T04:09:24.376Z,164049176437600
"""thecow808 @ uTl-xcNY0V"" checks",2021-12-26T04:09:19.748Z,164049175974800
"Turn: 2♥, K♦, 10♣ [2♠]",2021-12-26T04:09:16.406Z,164049175640600
"""thecow808 @ uTl-xcNY0V"" calls 14",2021-12-26T04:09:15.597Z,164049175559700
"""Makkah @ 2dJHfqjO-R"" bets 14",2021-12-26T04:09:13.628Z,164049175362800
"""thecow808 @ uTl-xcNY0V"" checks",2021-12-26T04:09:08.836Z,164049174883600
"Flop:  [2♥, K♦, 10♣]",2021-12-26T04:09:07.201Z,164049174720100
"""thecow808 @ uTl-xcNY0V"" calls 20",2021-12-26T04:09:06.299Z,164049174629900
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:09:03.111Z,164049174311100
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:08:59.842Z,164049173984200
"""Makkah @ 2dJHfqjO-R"" raises to 20",2021-12-26T04:08:55.692Z,164049173569200
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:08:51.688Z,164049173168800
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:08:50.646Z,164049173064600
"""thecow808 @ uTl-xcNY0V"" raises to 6",2021-12-26T04:08:49.636Z,164049172963600
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:08:35.370Z,164049171537000
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:08:30.365Z,164049171036500
"""areeke @ 1owkVtOQsF"" posts a big blind of 2",2021-12-26T04:08:29.372Z,164049170937211
"""Butterpup @ kvBEwd541y"" posts a small blind of 1",2021-12-26T04:08:29.372Z,164049170937210
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (266) | #3 ""Butterpup @ kvBEwd541y"" (198) | #5 ""areeke @ 1owkVtOQsF"" (775) | #6 ""mangarino @ UBRS2d0ZyT"" (136) | #7 ""Mot$ @ m8FyQBZbz8"" (334) | #8 ""thecow808 @ uTl-xcNY0V"" (677) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (544)",2021-12-26T04:08:29.372Z,164049170937201
"-- starting hand #244  (No Limit Texas Hold'em) (dead button) --",2021-12-26T04:08:29.372Z,164049170937200
"-- ending hand #243 --",2021-12-26T04:08:26.362Z,164049170636202
"""Makkah @ 2dJHfqjO-R"" collected 4 from pot",2021-12-26T04:08:26.362Z,164049170636201
"Uncalled bet of 3 returned to ""Makkah @ 2dJHfqjO-R""",2021-12-26T04:08:26.362Z,164049170636200
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:08:25.449Z,164049170544900
"""Makkah @ 2dJHfqjO-R"" raises to 5",2021-12-26T04:08:23.669Z,164049170366900
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:08:19.235Z,164049169923500
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:08:18.277Z,164049169827700
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:08:15.496Z,164049169549600
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:08:14.516Z,164049169451600
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:08:13.624Z,164049169362400
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:08:12.757Z,164049169275700
"""Butterpup @ kvBEwd541y"" posts a big blind of 2",2021-12-26T04:08:07.381Z,164049168738112
"Dead Small Blind",2021-12-26T04:08:07.381Z,164049168738111
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (264) | #3 ""Butterpup @ kvBEwd541y"" (200) | #5 ""areeke @ 1owkVtOQsF"" (775) | #6 ""mangarino @ UBRS2d0ZyT"" (136) | #7 ""Mot$ @ m8FyQBZbz8"" (334) | #8 ""thecow808 @ uTl-xcNY0V"" (677) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (544)",2021-12-26T04:08:07.381Z,164049168738102
"-- starting hand #243  (No Limit Texas Hold'em) (dealer: ""Makkah @ 2dJHfqjO-R"") --",2021-12-26T04:08:07.381Z,164049168738101
"The player ""jfry420 @ DxyNbHixrW"" quits the game with a stack of 0.",2021-12-26T04:08:07.381Z,164049168738100
"-- ending hand #242 --",2021-12-26T04:08:04.285Z,164049168428501
"""thecow808 @ uTl-xcNY0V"" collected 173 from pot with Flush, Ac High (combination: A♣, 9♣, 8♣, 7♣, 6♣)",2021-12-26T04:08:04.285Z,164049168428500
"River: A♣, 7♣, 4♠, 8♣ [Q♦]",2021-12-26T04:08:00.226Z,164049168022600
"Turn: A♣, 7♣, 4♠ [8♣]",2021-12-26T04:07:56.168Z,164049167616800
"""thecow808 @ uTl-xcNY0V"" shows a 9♣, 6♣.",2021-12-26T04:07:52.081Z,164049167208102
"""jfry420 @ DxyNbHixrW"" shows a 10♠, 10♦.",2021-12-26T04:07:52.081Z,164049167208101
"Uncalled bet of 76 returned to ""thecow808 @ uTl-xcNY0V""",2021-12-26T04:07:52.081Z,164049167208100
"Some players choose to not run it twice.",2021-12-26T04:07:51.215Z,164049167121501
"""thecow808 @ uTl-xcNY0V"" chooses to not run it twice.",2021-12-26T04:07:51.215Z,164049167121500
"Remaining players decide whether to run it twice.",2021-12-26T04:07:47.870Z,164049166787001
"""jfry420 @ DxyNbHixrW"" calls 35 and go all in",2021-12-26T04:07:47.870Z,164049166787000
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:07:46.665Z,164049166666500
"""thecow808 @ uTl-xcNY0V"" raises to 111",2021-12-26T04:07:22.216Z,164049164221600
"""jfry420 @ DxyNbHixrW"" calls 30",2021-12-26T04:07:16.151Z,164049163615100
"""home game hero @ dgEP-4bywu"" bets 30",2021-12-26T04:07:14.826Z,164049163482600
"""thecow808 @ uTl-xcNY0V"" checks",2021-12-26T04:07:02.541Z,164049162254100
"""jfry420 @ DxyNbHixrW"" checks",2021-12-26T04:06:58.615Z,164049161861500
"Flop:  [A♣, 7♣, 4♠]",2021-12-26T04:06:56.671Z,164049161667100
"""thecow808 @ uTl-xcNY0V"" calls 24",2021-12-26T04:06:55.842Z,164049161584200
"""jfry420 @ DxyNbHixrW"" calls 24",2021-12-26T04:06:53.383Z,164049161338300
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:06:52.453Z,164049161245300
"""home game hero @ dgEP-4bywu"" raises to 24",2021-12-26T04:06:51.593Z,164049161159300
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:06:45.614Z,164049160561400
"""thecow808 @ uTl-xcNY0V"" raises to 6",2021-12-26T04:06:44.688Z,164049160468800
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:06:36.739Z,164049159673900
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:06:32.538Z,164049159253800
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:06:31.647Z,164049159164700
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:06:30.785Z,164049159078500
"""jfry420 @ DxyNbHixrW"" posts a big blind of 2",2021-12-26T04:06:29.107Z,164049158910712
"""Makkah @ 2dJHfqjO-R"" posts a small blind of 1",2021-12-26T04:06:29.107Z,164049158910711
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (265) | #2 ""jfry420 @ DxyNbHixrW"" (59) | #3 ""Butterpup @ kvBEwd541y"" (200) | #5 ""areeke @ 1owkVtOQsF"" (775) | #6 ""mangarino @ UBRS2d0ZyT"" (136) | #7 ""Mot$ @ m8FyQBZbz8"" (334) | #8 ""thecow808 @ uTl-xcNY0V"" (563) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (598)",2021-12-26T04:06:29.107Z,164049158910701
"-- starting hand #242  (No Limit Texas Hold'em) (dealer: ""home game hero @ dgEP-4bywu"") --",2021-12-26T04:06:29.107Z,164049158910700
"-- ending hand #241 --",2021-12-26T04:06:26.110Z,164049158611002
"""Makkah @ 2dJHfqjO-R"" collected 2 from pot",2021-12-26T04:06:26.110Z,164049158611001
"Uncalled bet of 1 returned to ""Makkah @ 2dJHfqjO-R""",2021-12-26T04:06:26.110Z,164049158611000
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:06:25.196Z,164049158519600
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:06:24.251Z,164049158425100
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:06:23.326Z,164049158332600
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:06:22.331Z,164049158233100
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:06:21.437Z,164049158143700
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:06:20.545Z,164049158054500
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:06:19.613Z,164049157961300
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T04:06:14.868Z,164049157486800
"""Makkah @ 2dJHfqjO-R"" posts a big blind of 2",2021-12-26T04:06:12.898Z,164049157289813
"""home game hero @ dgEP-4bywu"" posts a small blind of 1",2021-12-26T04:06:12.898Z,164049157289812
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (264) | #2 ""jfry420 @ DxyNbHixrW"" (59) | #3 ""Butterpup @ kvBEwd541y"" (200) | #5 ""areeke @ 1owkVtOQsF"" (775) | #6 ""mangarino @ UBRS2d0ZyT"" (136) | #7 ""Mot$ @ m8FyQBZbz8"" (334) | #8 ""thecow808 @ uTl-xcNY0V"" (563) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (599)",2021-12-26T04:06:12.898Z,164049157289802
"-- starting hand #241  (No Limit Texas Hold'em) (dealer: ""SRV @ 6Idg2NjIGE"") --",2021-12-26T04:06:12.898Z,164049157289801
"The player ""Butterpup @ kvBEwd541y"" joined the game with a stack of 200.",2021-12-26T04:06:12.898Z,164049157289800
"-- ending hand #240 --",2021-12-26T04:06:09.900Z,164049156990002
"""home game hero @ dgEP-4bywu"" collected 11 from pot",2021-12-26T04:06:09.900Z,164049156990001
"Uncalled bet of 19 returned to ""home game hero @ dgEP-4bywu""",2021-12-26T04:06:09.900Z,164049156990000
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:06:09.066Z,164049156906600
"""home game hero @ dgEP-4bywu"" raises to 24",2021-12-26T04:06:04.194Z,164049156419400
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:06:00.827Z,164049156082700
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:05:59.910Z,164049155991000
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:05:58.928Z,164049155892800
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:05:58.006Z,164049155800600
"""areeke @ 1owkVtOQsF"" raises to 5",2021-12-26T04:05:57.135Z,164049155713500
"The admin approved the player ""Butterpup @ kvBEwd541y"" participation with a stack of 200.",2021-12-26T04:05:55.667Z,164049155566700
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T04:05:48.893Z,164049154889300
"The player ""Butterpup @ kvBEwd541y"" requested a seat.",2021-12-26T04:05:48.834Z,164049154883400
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:05:47.517Z,164049154751700
"""home game hero @ dgEP-4bywu"" posts a big blind of 2",2021-12-26T04:05:46.289Z,164049154628912
"""SRV @ 6Idg2NjIGE"" posts a small blind of 1",2021-12-26T04:05:46.289Z,164049154628911
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (264) | #2 ""jfry420 @ DxyNbHixrW"" (59) | #5 ""areeke @ 1owkVtOQsF"" (780) | #6 ""mangarino @ UBRS2d0ZyT"" (136) | #7 ""Mot$ @ m8FyQBZbz8"" (334) | #8 ""thecow808 @ uTl-xcNY0V"" (563) | #9 ""SRV @ 6Idg2NjIGE"" (456) | #10 ""home game hero @ dgEP-4bywu"" (593)",2021-12-26T04:05:46.289Z,164049154628902
"-- starting hand #240  (No Limit Texas Hold'em) (dealer: ""thecow808 @ uTl-xcNY0V"") --",2021-12-26T04:05:46.289Z,164049154628901
"The player ""Butterpup @ kvBEwd541y"" quits the game with a stack of 93.",2021-12-26T04:05:46.289Z,164049154628900
"-- ending hand #239 --",2021-12-26T04:05:43.364Z,164049154336402
"""thecow808 @ uTl-xcNY0V"" collected 44 from pot",2021-12-26T04:05:43.364Z,164049154336401
"Uncalled bet of 14 returned to ""thecow808 @ uTl-xcNY0V""",2021-12-26T04:05:43.364Z,164049154336400
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:05:42.488Z,164049154248800
"""thecow808 @ uTl-xcNY0V"" bets 14",2021-12-26T04:05:40.549Z,164049154054900
"Flop:  [K♣, A♠, 8♥]",2021-12-26T04:05:31.872Z,164049153187200
"""home game hero @ dgEP-4bywu"" calls 21",2021-12-26T04:05:30.919Z,164049153091900
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:05:15.115Z,164049151511500
"""thecow808 @ uTl-xcNY0V"" raises to 21",2021-12-26T04:05:12.014Z,164049151201400
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:05:07.877Z,164049150787700
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:05:04.097Z,164049150409700
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:05:03.166Z,164049150316600
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:04:57.321Z,164049149732100
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T04:04:56.448Z,164049149644800
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:04:54.914Z,164049149491400
"""home game hero @ dgEP-4bywu"" raises to 5",2021-12-26T04:04:54.024Z,164049149402400
"""SRV @ 6Idg2NjIGE"" posts a big blind of 2",2021-12-26T04:04:50.176Z,164049149017612
"""thecow808 @ uTl-xcNY0V"" posts a small blind of 1",2021-12-26T04:04:50.176Z,164049149017611
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (264) | #2 ""jfry420 @ DxyNbHixrW"" (59) | #3 ""Butterpup @ kvBEwd541y"" (93) | #5 ""areeke @ 1owkVtOQsF"" (780) | #6 ""mangarino @ UBRS2d0ZyT"" (136) | #7 ""Mot$ @ m8FyQBZbz8"" (334) | #8 ""thecow808 @ uTl-xcNY0V"" (540) | #9 ""SRV @ 6Idg2NjIGE"" (458) | #10 ""home game hero @ dgEP-4bywu"" (614)",2021-12-26T04:04:50.176Z,164049149017601
"-- starting hand #239  (No Limit Texas Hold'em) (dealer: ""Mot$ @ m8FyQBZbz8"") --",2021-12-26T04:04:50.176Z,164049149017600
"-- ending hand #238 --",2021-12-26T04:04:47.170Z,164049148717002
"""mangarino @ UBRS2d0ZyT"" collected 5 from pot",2021-12-26T04:04:47.170Z,164049148717001
"Uncalled bet of 3 returned to ""mangarino @ UBRS2d0ZyT""",2021-12-26T04:04:47.170Z,164049148717000
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:04:46.309Z,164049148630900
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:04:45.261Z,164049148526100
"""mangarino @ UBRS2d0ZyT"" raises to 5",2021-12-26T04:04:44.314Z,164049148431400
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:04:36.786Z,164049147678600
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:04:35.849Z,164049147584900
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T04:04:32.068Z,164049147206800
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:04:30.195Z,164049147019500
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:04:29.232Z,164049146923200
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:04:28.245Z,164049146824500
"""thecow808 @ uTl-xcNY0V"" posts a big blind of 2",2021-12-26T04:04:24.208Z,164049146420812
"""Mot$ @ m8FyQBZbz8"" posts a small blind of 1",2021-12-26T04:04:24.208Z,164049146420811
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (264) | #2 ""jfry420 @ DxyNbHixrW"" (59) | #3 ""Butterpup @ kvBEwd541y"" (93) | #5 ""areeke @ 1owkVtOQsF"" (780) | #6 ""mangarino @ UBRS2d0ZyT"" (133) | #7 ""Mot$ @ m8FyQBZbz8"" (335) | #8 ""thecow808 @ uTl-xcNY0V"" (542) | #9 ""SRV @ 6Idg2NjIGE"" (458) | #10 ""home game hero @ dgEP-4bywu"" (614)",2021-12-26T04:04:24.208Z,164049146420801
"-- starting hand #238  (No Limit Texas Hold'em) (dealer: ""mangarino @ UBRS2d0ZyT"") --",2021-12-26T04:04:24.208Z,164049146420800
"-- ending hand #237 --",2021-12-26T04:04:21.284Z,164049146128402
"""home game hero @ dgEP-4bywu"" collected 5 from pot",2021-12-26T04:04:21.284Z,164049146128401
"Uncalled bet of 3 returned to ""home game hero @ dgEP-4bywu""",2021-12-26T04:04:21.284Z,164049146128400
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:04:20.480Z,164049146048000
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:04:19.518Z,164049145951800
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:04:18.671Z,164049145867100
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:04:17.758Z,164049145775800
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T04:04:14.339Z,164049145433900
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:04:12.029Z,164049145202900
"""home game hero @ dgEP-4bywu"" raises to 5",2021-12-26T04:04:11.176Z,164049145117600
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:04:08.493Z,164049144849300
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:04:07.144Z,164049144714400
"""Mot$ @ m8FyQBZbz8"" posts a big blind of 2",2021-12-26T04:04:05.985Z,164049144598512
"""mangarino @ UBRS2d0ZyT"" posts a small blind of 1",2021-12-26T04:04:05.985Z,164049144598511
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (264) | #2 ""jfry420 @ DxyNbHixrW"" (59) | #3 ""Butterpup @ kvBEwd541y"" (93) | #5 ""areeke @ 1owkVtOQsF"" (780) | #6 ""mangarino @ UBRS2d0ZyT"" (134) | #7 ""Mot$ @ m8FyQBZbz8"" (337) | #8 ""thecow808 @ uTl-xcNY0V"" (542) | #9 ""SRV @ 6Idg2NjIGE"" (458) | #10 ""home game hero @ dgEP-4bywu"" (611)",2021-12-26T04:04:05.985Z,164049144598501
"-- starting hand #237  (No Limit Texas Hold'em) (dealer: ""areeke @ 1owkVtOQsF"") --",2021-12-26T04:04:05.985Z,164049144598500
"-- ending hand #236 --",2021-12-26T04:04:02.986Z,164049144298602
"""thecow808 @ uTl-xcNY0V"" collected 5 from pot",2021-12-26T04:04:02.986Z,164049144298601
"Uncalled bet of 4 returned to ""thecow808 @ uTl-xcNY0V""",2021-12-26T04:04:02.986Z,164049144298600
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:04:02.107Z,164049144210700
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:04:01.222Z,164049144122200
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:04:00.330Z,164049144033000
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T04:03:57.591Z,164049143759100
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:03:56.643Z,164049143664300
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:03:47.887Z,164049142788700
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:03:46.914Z,164049142691400
"""thecow808 @ uTl-xcNY0V"" raises to 6",2021-12-26T04:03:46.052Z,164049142605200
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:03:42.541Z,164049142254100
"""mangarino @ UBRS2d0ZyT"" posts a big blind of 2",2021-12-26T04:03:40.254Z,164049142025412
"""areeke @ 1owkVtOQsF"" posts a small blind of 1",2021-12-26T04:03:40.254Z,164049142025411
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (264) | #2 ""jfry420 @ DxyNbHixrW"" (59) | #3 ""Butterpup @ kvBEwd541y"" (93) | #5 ""areeke @ 1owkVtOQsF"" (781) | #6 ""mangarino @ UBRS2d0ZyT"" (136) | #7 ""Mot$ @ m8FyQBZbz8"" (337) | #8 ""thecow808 @ uTl-xcNY0V"" (539) | #9 ""SRV @ 6Idg2NjIGE"" (458) | #10 ""home game hero @ dgEP-4bywu"" (611)",2021-12-26T04:03:40.254Z,164049142025401
"-- starting hand #236  (No Limit Texas Hold'em) (dealer: ""Butterpup @ kvBEwd541y"") --",2021-12-26T04:03:40.254Z,164049142025400
"-- ending hand #235 --",2021-12-26T04:03:37.212Z,164049141721202
"""Mot$ @ m8FyQBZbz8"" collected 144 from pot with Pair, K's (combination: K♠, K♦, A♥, Q♠, 7♥)",2021-12-26T04:03:37.212Z,164049141721201
"""Mot$ @ m8FyQBZbz8"" shows a A♥, K♠.",2021-12-26T04:03:37.212Z,164049141721200
"""Butterpup @ kvBEwd541y"" calls 36",2021-12-26T04:03:36.397Z,164049141639700
"""Mot$ @ m8FyQBZbz8"" bets 36",2021-12-26T04:03:25.528Z,164049140552800
"""Butterpup @ kvBEwd541y"" checks",2021-12-26T04:03:17.138Z,164049139713800
"River: Q♠, K♦, 5♦, 3♥ [7♥]",2021-12-26T04:03:15.922Z,164049139592200
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:03:15.055Z,164049139505500
"""Butterpup @ kvBEwd541y"" calls 19",2021-12-26T04:03:14.201Z,164049139420100
"""Mot$ @ m8FyQBZbz8"" bets 19",2021-12-26T04:03:12.672Z,164049139267200
"""areeke @ 1owkVtOQsF"" checks",2021-12-26T04:03:07.047Z,164049138704700
"""Butterpup @ kvBEwd541y"" checks",2021-12-26T04:03:06.157Z,164049138615700
"Turn: Q♠, K♦, 5♦ [3♥]",2021-12-26T04:03:04.598Z,164049138459800
"""areeke @ 1owkVtOQsF"" calls 6",2021-12-26T04:03:03.727Z,164049138372700
"""Butterpup @ kvBEwd541y"" calls 6",2021-12-26T04:02:59.766Z,164049137976600
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:02:56.994Z,164049137699400
"""Mot$ @ m8FyQBZbz8"" bets 6",2021-12-26T04:02:55.194Z,164049137519400
"""areeke @ 1owkVtOQsF"" checks",2021-12-26T04:02:51.228Z,164049137122800
"""Butterpup @ kvBEwd541y"" checks",2021-12-26T04:02:50.321Z,164049137032100
"Flop:  [Q♠, K♦, 5♦]",2021-12-26T04:02:46.118Z,164049136611800
"""areeke @ 1owkVtOQsF"" calls 4",2021-12-26T04:02:45.299Z,164049136529900
"""Butterpup @ kvBEwd541y"" calls 4",2021-12-26T04:02:38.157Z,164049135815700
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T04:02:35.419Z,164049135541900
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:02:33.217Z,164049135321700
"""home game hero @ dgEP-4bywu"" calls 4",2021-12-26T04:02:32.332Z,164049135233200
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:02:22.944Z,164049134294400
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:02:22.058Z,164049134205800
"""Mot$ @ m8FyQBZbz8"" raises to 4",2021-12-26T04:02:21.010Z,164049134101000
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:02:18.724Z,164049133872400
"""areeke @ 1owkVtOQsF"" posts a big blind of 2",2021-12-26T04:02:17.884Z,164049133788412
"""Butterpup @ kvBEwd541y"" posts a small blind of 1",2021-12-26T04:02:17.884Z,164049133788411
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (264) | #2 ""jfry420 @ DxyNbHixrW"" (59) | #3 ""Butterpup @ kvBEwd541y"" (158) | #5 ""areeke @ 1owkVtOQsF"" (791) | #6 ""mangarino @ UBRS2d0ZyT"" (136) | #7 ""Mot$ @ m8FyQBZbz8"" (258) | #8 ""thecow808 @ uTl-xcNY0V"" (539) | #9 ""SRV @ 6Idg2NjIGE"" (458) | #10 ""home game hero @ dgEP-4bywu"" (615)",2021-12-26T04:02:17.884Z,164049133788401
"-- starting hand #235  (No Limit Texas Hold'em) (dealer: ""jfry420 @ DxyNbHixrW"") --",2021-12-26T04:02:17.884Z,164049133788400
"-- ending hand #234 --",2021-12-26T04:02:14.893Z,164049133489302
"""Butterpup @ kvBEwd541y"" collected 11 from pot",2021-12-26T04:02:14.893Z,164049133489301
"Uncalled bet of 10 returned to ""Butterpup @ kvBEwd541y""",2021-12-26T04:02:14.893Z,164049133489300
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:02:14.028Z,164049133402800
"""Butterpup @ kvBEwd541y"" raises to 15",2021-12-26T04:02:11.197Z,164049133119700
"""jfry420 @ DxyNbHixrW"" folds",2021-12-26T04:02:07.983Z,164049132798300
"""Makkah @ 2dJHfqjO-R"" raises to 5",2021-12-26T04:02:02.886Z,164049132288600
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:01:33.463Z,164049129346300
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:01:32.559Z,164049129255900
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:01:31.637Z,164049129163700
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:01:30.591Z,164049129059100
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:01:29.595Z,164049128959500
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:01:26.616Z,164049128661600
"""Butterpup @ kvBEwd541y"" posts a big blind of 2",2021-12-26T04:01:25.297Z,164049128529712
"""jfry420 @ DxyNbHixrW"" posts a small blind of 1",2021-12-26T04:01:25.297Z,164049128529711
