entry,at,order
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:19:45.419Z,164049238541900
"""Butterpup @ kvBEwd541y"" raises to 5",2021-12-26T04:19:44.569Z,164049238456900
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:19:40.901Z,164049238090100
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:19:40.030Z,164049238003000
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:19:36.343Z,164049237634300
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:19:35.060Z,164049237506000
"""mangarino @ UBRS2d0ZyT"" posts a big blind of 2",2021-12-26T04:19:32.368Z,164049237236809
"""Butterpup @ kvBEwd541y"" posts a small blind of 1",2021-12-26T04:19:32.368Z,164049237236808
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (236) | #3 ""Butterpup @ kvBEwd541y"" (194) | #6 ""mangarino @ UBRS2d0ZyT"" (143) | #7 ""Mot$ @ m8FyQBZbz8"" (314) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (585)",2021-12-26T04:19:32.368Z,164049237236801
"-- starting hand #258  (No Limit Texas Hold'em) (dealer: ""Makkah @ 2dJHfqjO-R"") --",2021-12-26T04:19:32.368Z,164049237236800
"-- ending hand #257 --",2021-12-26T04:19:29.456Z,164049236945602
"""Makkah @ 2dJHfqjO-R"" collected 12 from pot",2021-12-26T04:19:29.456Z,164049236945601
"Uncalled bet of 15 returned to ""Makkah @ 2dJHfqjO-R""",2021-12-26T04:19:29.456Z,164049236945600
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:19:28.620Z,164049236862000
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:19:22.013Z,164049236201300
"""Makkah @ 2dJHfqjO-R"" raises to 20",2021-12-26T04:19:21.019Z,164049236101900
"""home game hero @ dgEP-4bywu"" raises to 5",2021-12-26T04:19:15.554Z,164049235555400
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:19:04.367Z,164049234436700
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:19:03.373Z,164049234337300
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:18:59.081Z,164049233908100
"""Butterpup @ kvBEwd541y"" posts a big blind of 2",2021-12-26T04:18:58.297Z,164049233829709
"""Makkah @ 2dJHfqjO-R"" posts a small blind of 1",2021-12-26T04:18:58.297Z,164049233829708
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (229) | #3 ""Butterpup @ kvBEwd541y"" (196) | #6 ""mangarino @ UBRS2d0ZyT"" (143) | #7 ""Mot$ @ m8FyQBZbz8"" (314) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (590)",2021-12-26T04:18:58.297Z,164049233829701
"-- starting hand #257  (No Limit Texas Hold'em) (dealer: ""home game hero @ dgEP-4bywu"") --",2021-12-26T04:18:58.297Z,164049233829700
"-- ending hand #256 --",2021-12-26T04:18:55.292Z,164049233529202
"""SRV @ 6Idg2NjIGE"" collected 5 from pot",2021-12-26T04:18:55.292Z,164049233529201
"Uncalled bet of 3 returned to ""SRV @ 6Idg2NjIGE""",2021-12-26T04:18:55.292Z,164049233529200
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:18:54.376Z,164049233437600
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:18:49.255Z,164049232925500
"""SRV @ 6Idg2NjIGE"" raises to 5",2021-12-26T04:18:48.317Z,164049232831700
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:18:44.249Z,164049232424900
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:18:43.311Z,164049232331100
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:18:42.395Z,164049232239500
"""Makkah @ 2dJHfqjO-R"" posts a big blind of 2",2021-12-26T04:18:39.471Z,164049231947109
"""home game hero @ dgEP-4bywu"" posts a small blind of 1",2021-12-26T04:18:39.471Z,164049231947108
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (231) | #3 ""Butterpup @ kvBEwd541y"" (196) | #6 ""mangarino @ UBRS2d0ZyT"" (143) | #7 ""Mot$ @ m8FyQBZbz8"" (314) | #9 ""SRV @ 6Idg2NjIGE"" (452) | #10 ""home game hero @ dgEP-4bywu"" (591)",2021-12-26T04:18:39.471Z,164049231947101
"-- starting hand #256  (No Limit Texas Hold'em) (dealer: ""SRV @ 6Idg2NjIGE"") --",2021-12-26T04:18:39.471Z,164049231947100
"-- ending hand #255 --",2021-12-26T04:18:36.472Z,164049231647202
"""SRV @ 6Idg2NjIGE"" collected 4 from pot",2021-12-26T04:18:36.472Z,164049231647201
"Uncalled bet of 4 returned to ""SRV @ 6Idg2NjIGE""",2021-12-26T04:18:36.472Z,164049231647200
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:18:35.645Z,164049231564500
"""SRV @ 6Idg2NjIGE"" raises to 6",2021-12-26T04:18:31.338Z,164049231133800
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:18:27.688Z,164049230768800
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:18:26.703Z,164049230670300
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:18:25.765Z,164049230576500
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:18:24.728Z,164049230472800
"""home game hero @ dgEP-4bywu"" posts a big blind of 2",2021-12-26T04:18:22.895Z,164049230289509
"""SRV @ 6Idg2NjIGE"" posts a small blind of 1",2021-12-26T04:18:22.895Z,164049230289508
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (231) | #3 ""Butterpup @ kvBEwd541y"" (196) | #6 ""mangarino @ UBRS2d0ZyT"" (143) | #7 ""Mot$ @ m8FyQBZbz8"" (314) | #9 ""SRV @ 6Idg2NjIGE"" (450) | #10 ""home game hero @ dgEP-4bywu"" (593)",2021-12-26T04:18:22.895Z,164049230289501
"-- starting hand #255  (No Limit Texas Hold'em) (dealer: ""Mot$ @ m8FyQBZbz8"") --",2021-12-26T04:18:22.895Z,164049230289500
"-- ending hand #254 --",2021-12-26T04:18:19.868Z,164049229986802
"""Mot$ @ m8FyQBZbz8"" collected 24 from pot with Pair, A's (combination: A♥, A♣, K♦, 10♣, 9♥)",2021-12-26T04:18:19.868Z,164049229986801
"""Mot$ @ m8FyQBZbz8"" shows a 9♥, A♥.",2021-12-26T04:18:19.868Z,164049229986800
"""Butterpup @ kvBEwd541y"" checks",2021-12-26T04:18:19.045Z,164049229904500
"""Mot$ @ m8FyQBZbz8"" checks",2021-12-26T04:18:17.346Z,164049229734600
"River: A♣, 8♦, 10♣, 6♦ [K♦]",2021-12-26T04:18:16.093Z,164049229609300
"""Butterpup @ kvBEwd541y"" calls 6",2021-12-26T04:18:15.266Z,164049229526600
"""Mot$ @ m8FyQBZbz8"" bets 6",2021-12-26T04:18:13.732Z,164049229373200
"Turn: A♣, 8♦, 10♣ [6♦]",2021-12-26T04:18:11.202Z,164049229120200
"""Butterpup @ kvBEwd541y"" checks",2021-12-26T04:18:10.304Z,164049229030400
"""Mot$ @ m8FyQBZbz8"" checks",2021-12-26T04:18:07.855Z,164049228785500
"Flop:  [A♣, 8♦, 10♣]",2021-12-26T04:18:06.283Z,164049228628300
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:18:05.465Z,164049228546500
"""Mot$ @ m8FyQBZbz8"" calls 5",2021-12-26T04:17:56.061Z,164049227606100
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:17:53.667Z,164049227366700
"""Butterpup @ kvBEwd541y"" raises to 5",2021-12-26T04:17:48.772Z,164049226877200
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:17:44.244Z,164049226424400
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:17:34.929Z,164049225492900
"""SRV @ 6Idg2NjIGE"" posts a big blind of 2",2021-12-26T04:17:33.659Z,164049225365910
"""Mot$ @ m8FyQBZbz8"" posts a small blind of 1",2021-12-26T04:17:33.659Z,164049225365909
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (231) | #3 ""Butterpup @ kvBEwd541y"" (207) | #6 ""mangarino @ UBRS2d0ZyT"" (143) | #7 ""Mot$ @ m8FyQBZbz8"" (301) | #9 ""SRV @ 6Idg2NjIGE"" (452) | #10 ""home game hero @ dgEP-4bywu"" (593)",2021-12-26T04:17:33.659Z,164049225365902
"-- starting hand #254  (No Limit Texas Hold'em) (dealer: ""mangarino @ UBRS2d0ZyT"") --",2021-12-26T04:17:33.659Z,164049225365901
"The player ""thecow808 @ uTl-xcNY0V"" stand up with the stack of 686.",2021-12-26T04:17:33.659Z,164049225365900
"-- ending hand #253 --",2021-12-26T04:17:30.660Z,164049225066002
"""thecow808 @ uTl-xcNY0V"" collected 19 from pot",2021-12-26T04:17:30.660Z,164049225066001
"Uncalled bet of 9 returned to ""thecow808 @ uTl-xcNY0V""",2021-12-26T04:17:30.660Z,164049225066000
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:17:29.832Z,164049224983200
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:17:28.557Z,164049224855700
"""thecow808 @ uTl-xcNY0V"" bets 9",2021-12-26T04:17:26.170Z,164049224617000
"""Mot$ @ m8FyQBZbz8"" checks",2021-12-26T04:17:23.495Z,164049224349500
"Flop:  [A♥, 3♦, K♣]",2021-12-26T04:17:21.647Z,164049224164700
"""Mot$ @ m8FyQBZbz8"" calls 6",2021-12-26T04:17:20.730Z,164049224073000
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:17:19.813Z,164049223981300
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:17:18.954Z,164049223895400
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:17:18.032Z,164049223803200
"""home game hero @ dgEP-4bywu"" calls 6",2021-12-26T04:17:17.104Z,164049223710400
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:17:13.499Z,164049223349900
"""thecow808 @ uTl-xcNY0V"" raises to 6",2021-12-26T04:17:05.849Z,164049222584900
"""Mot$ @ m8FyQBZbz8"" posts a big blind of 2",2021-12-26T04:17:02.875Z,164049222287510
"""mangarino @ UBRS2d0ZyT"" posts a small blind of 1",2021-12-26T04:17:02.875Z,164049222287509
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (231) | #3 ""Butterpup @ kvBEwd541y"" (207) | #6 ""mangarino @ UBRS2d0ZyT"" (144) | #7 ""Mot$ @ m8FyQBZbz8"" (307) | #8 ""thecow808 @ uTl-xcNY0V"" (673) | #9 ""SRV @ 6Idg2NjIGE"" (452) | #10 ""home game hero @ dgEP-4bywu"" (599)",2021-12-26T04:17:02.875Z,164049222287501
"-- starting hand #253  (No Limit Texas Hold'em) (dealer: ""Butterpup @ kvBEwd541y"") --",2021-12-26T04:17:02.875Z,164049222287500
"-- ending hand #252 --",2021-12-26T04:16:59.959Z,164049221995902
"""thecow808 @ uTl-xcNY0V"" collected 5 from pot",2021-12-26T04:16:59.959Z,164049221995901
"Uncalled bet of 4 returned to ""thecow808 @ uTl-xcNY0V""",2021-12-26T04:16:59.959Z,164049221995900
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:16:59.111Z,164049221911100
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:16:58.214Z,164049221821400
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:16:57.303Z,164049221730300
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:16:56.393Z,164049221639300
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:16:38.502Z,164049219850200
"""thecow808 @ uTl-xcNY0V"" raises to 6",2021-12-26T04:16:36.702Z,164049219670200
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:16:34.153Z,164049219415300
"""mangarino @ UBRS2d0ZyT"" posts a big blind of 2",2021-12-26T04:16:32.213Z,164049219221310
"""Butterpup @ kvBEwd541y"" posts a small blind of 1",2021-12-26T04:16:32.213Z,164049219221309
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (231) | #3 ""Butterpup @ kvBEwd541y"" (208) | #6 ""mangarino @ UBRS2d0ZyT"" (146) | #7 ""Mot$ @ m8FyQBZbz8"" (307) | #8 ""thecow808 @ uTl-xcNY0V"" (670) | #9 ""SRV @ 6Idg2NjIGE"" (452) | #10 ""home game hero @ dgEP-4bywu"" (599)",2021-12-26T04:16:32.213Z,164049219221301
"-- starting hand #252  (No Limit Texas Hold'em) (dealer: ""Makkah @ 2dJHfqjO-R"") --",2021-12-26T04:16:32.213Z,164049219221300
"-- ending hand #251 --",2021-12-26T04:16:29.202Z,164049218920202
"""thecow808 @ uTl-xcNY0V"" collected 5 from pot",2021-12-26T04:16:29.202Z,164049218920201
"Uncalled bet of 4 returned to ""thecow808 @ uTl-xcNY0V""",2021-12-26T04:16:29.202Z,164049218920200
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:16:28.333Z,164049218833300
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:16:22.040Z,164049218204000
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:16:21.096Z,164049218109600
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:16:20.138Z,164049218013800
"""thecow808 @ uTl-xcNY0V"" raises to 6",2021-12-26T04:16:19.254Z,164049217925400
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:16:16.840Z,164049217684000
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:16:12.931Z,164049217293100
"""Butterpup @ kvBEwd541y"" posts a big blind of 2",2021-12-26T04:16:11.595Z,164049217159510
"""Makkah @ 2dJHfqjO-R"" posts a small blind of 1",2021-12-26T04:16:11.595Z,164049217159509
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (232) | #3 ""Butterpup @ kvBEwd541y"" (210) | #6 ""mangarino @ UBRS2d0ZyT"" (146) | #7 ""Mot$ @ m8FyQBZbz8"" (307) | #8 ""thecow808 @ uTl-xcNY0V"" (667) | #9 ""SRV @ 6Idg2NjIGE"" (452) | #10 ""home game hero @ dgEP-4bywu"" (599)",2021-12-26T04:16:11.595Z,164049217159501
"-- starting hand #251  (No Limit Texas Hold'em) (dealer: ""home game hero @ dgEP-4bywu"") --",2021-12-26T04:16:11.595Z,164049217159500
"-- ending hand #250 --",2021-12-26T04:16:08.602Z,164049216860202
"""home game hero @ dgEP-4bywu"" collected 50 from pot",2021-12-26T04:16:08.602Z,164049216860201
"Uncalled bet of 32 returned to ""home game hero @ dgEP-4bywu""",2021-12-26T04:16:08.602Z,164049216860200
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:16:07.774Z,164049216777400
"""home game hero @ dgEP-4bywu"" bets 32",2021-12-26T04:16:00.218Z,164049216021800
"Flop:  [10♣, 3♣, Q♠]",2021-12-26T04:15:46.616Z,164049214661600
"""thecow808 @ uTl-xcNY0V"" calls 24",2021-12-26T04:15:45.797Z,164049214579700
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:15:41.850Z,164049214185000
"""home game hero @ dgEP-4bywu"" raises to 24",2021-12-26T04:15:37.752Z,164049213775200
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:15:27.105Z,164049212710500
"""thecow808 @ uTl-xcNY0V"" raises to 6",2021-12-26T04:15:23.923Z,164049212392300
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:15:20.251Z,164049212025100
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:15:19.328Z,164049211932800
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:15:18.489Z,164049211848900
"""Makkah @ 2dJHfqjO-R"" posts a big blind of 2",2021-12-26T04:15:05.565Z,164049210556510
"""home game hero @ dgEP-4bywu"" posts a small blind of 1",2021-12-26T04:15:05.565Z,164049210556509
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (234) | #3 ""Butterpup @ kvBEwd541y"" (210) | #6 ""mangarino @ UBRS2d0ZyT"" (146) | #7 ""Mot$ @ m8FyQBZbz8"" (307) | #8 ""thecow808 @ uTl-xcNY0V"" (691) | #9 ""SRV @ 6Idg2NjIGE"" (452) | #10 ""home game hero @ dgEP-4bywu"" (573)",2021-12-26T04:15:05.565Z,164049210556501
"-- starting hand #250  (No Limit Texas Hold'em) (dealer: ""SRV @ 6Idg2NjIGE"") --",2021-12-26T04:15:05.565Z,164049210556500
"""home game hero @ dgEP-4bywu"" shows a 2♣, 7♠.",2021-12-26T04:15:03.841Z,164049210384100
"-- ending hand #249 --",2021-12-26T04:15:01.880Z,164049210188002
"""Butterpup @ kvBEwd541y"" collected 33 from pot",2021-12-26T04:15:01.880Z,164049210188001
"Uncalled bet of 16 returned to ""Butterpup @ kvBEwd541y""",2021-12-26T04:15:01.880Z,164049210188000
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:15:01.022Z,164049210102200
"""Butterpup @ kvBEwd541y"" bets 16",2021-12-26T04:14:55.021Z,164049209502100
"""Makkah @ 2dJHfqjO-R"" checks",2021-12-26T04:14:50.605Z,164049209060500
"Flop:  [A♥, 5♥, 3♣]",2021-12-26T04:14:46.155Z,164049208615500
"""Makkah @ 2dJHfqjO-R"" calls 15",2021-12-26T04:14:45.288Z,164049208528800
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:14:39.198Z,164049207919800
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:14:36.008Z,164049207600800
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:14:35.086Z,164049207508600
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:14:34.116Z,164049207411600
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:14:30.132Z,164049207013200
"""Butterpup @ kvBEwd541y"" raises to 15",2021-12-26T04:14:29.192Z,164049206919200
"""Makkah @ 2dJHfqjO-R"" raises to 5",2021-12-26T04:14:07.967Z,164049204796700
"""home game hero @ dgEP-4bywu"" posts a big blind of 2",2021-12-26T04:14:04.053Z,164049204405310
"""SRV @ 6Idg2NjIGE"" posts a small blind of 1",2021-12-26T04:14:04.053Z,164049204405309
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (249) | #3 ""Butterpup @ kvBEwd541y"" (192) | #6 ""mangarino @ UBRS2d0ZyT"" (146) | #7 ""Mot$ @ m8FyQBZbz8"" (307) | #8 ""thecow808 @ uTl-xcNY0V"" (691) | #9 ""SRV @ 6Idg2NjIGE"" (453) | #10 ""home game hero @ dgEP-4bywu"" (575)",2021-12-26T04:14:04.053Z,164049204405301
"-- starting hand #249  (No Limit Texas Hold'em) (dealer: ""thecow808 @ uTl-xcNY0V"") --",2021-12-26T04:14:04.053Z,164049204405300
"-- ending hand #248 --",2021-12-26T04:14:01.122Z,164049204112202
"""thecow808 @ uTl-xcNY0V"" collected 59 from pot",2021-12-26T04:14:01.122Z,164049204112201
"Uncalled bet of 29 returned to ""thecow808 @ uTl-xcNY0V""",2021-12-26T04:14:01.122Z,164049204112200
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:14:00.259Z,164049204025900
"""thecow808 @ uTl-xcNY0V"" bets 29",2021-12-26T04:13:47.157Z,164049202715700
"Flop:  [4♠, J♦, 8♠]",2021-12-26T04:13:38.907Z,164049201890700
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:13:37.961Z,164049201796100
"""home game hero @ dgEP-4bywu"" calls 26",2021-12-26T04:13:37.036Z,164049201703600
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:13:30.305Z,164049201030500
"""thecow808 @ uTl-xcNY0V"" raises to 26",2021-12-26T04:13:27.028Z,164049200702800
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:13:21.780Z,164049200178000
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:13:20.936Z,164049200093600
"""Butterpup @ kvBEwd541y"" calls 5",2021-12-26T04:13:20.070Z,164049200007000
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:13:16.948Z,164049199694800
"""home game hero @ dgEP-4bywu"" raises to 5",2021-12-26T04:13:15.991Z,164049199599100
"""SRV @ 6Idg2NjIGE"" posts a big blind of 2",2021-12-26T04:13:13.283Z,164049199328310
"""thecow808 @ uTl-xcNY0V"" posts a small blind of 1",2021-12-26T04:13:13.283Z,164049199328309
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (249) | #3 ""Butterpup @ kvBEwd541y"" (197) | #6 ""mangarino @ UBRS2d0ZyT"" (146) | #7 ""Mot$ @ m8FyQBZbz8"" (307) | #8 ""thecow808 @ uTl-xcNY0V"" (658) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (601)",2021-12-26T04:13:13.283Z,164049199328301
"-- starting hand #248  (No Limit Texas Hold'em) (dealer: ""Mot$ @ m8FyQBZbz8"") --",2021-12-26T04:13:13.283Z,164049199328300
"-- ending hand #247 --",2021-12-26T04:13:10.283Z,164049199028302
"""home game hero @ dgEP-4bywu"" collected 113 from pot",2021-12-26T04:13:10.283Z,164049199028301
"Uncalled bet of 65 returned to ""home game hero @ dgEP-4bywu""",2021-12-26T04:13:10.283Z,164049199028300
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:13:09.430Z,164049198943000
"""home game hero @ dgEP-4bywu"" bets 65",2021-12-26T04:13:04.240Z,164049198424000
"""thecow808 @ uTl-xcNY0V"" checks",2021-12-26T04:12:50.468Z,164049197046800
"Turn: 2♣, Q♠, 4♠ [9♠]",2021-12-26T04:12:30.711Z,164049195071100
"""thecow808 @ uTl-xcNY0V"" calls 36",2021-12-26T04:12:29.855Z,164049194985500
"""home game hero @ dgEP-4bywu"" raises to 36",2021-12-26T04:12:25.015Z,164049194501500
"""thecow808 @ uTl-xcNY0V"" bets 12",2021-12-26T04:12:10.606Z,164049193060600
"Flop:  [2♣, Q♠, 4♠]",2021-12-26T04:12:05.312Z,164049192531200
"""home game hero @ dgEP-4bywu"" calls 20",2021-12-26T04:12:04.484Z,164049192448400
"""thecow808 @ uTl-xcNY0V"" raises to 20",2021-12-26T04:11:50.457Z,164049191045700
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:11:43.152Z,164049190315200
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:11:40.299Z,164049190029900
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:11:39.329Z,164049189932900
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:11:34.208Z,164049189420800
"""home game hero @ dgEP-4bywu"" raises to 5",2021-12-26T04:11:32.662Z,164049189266200
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:11:30.040Z,164049189004000
"""thecow808 @ uTl-xcNY0V"" posts a big blind of 2",2021-12-26T04:11:28.252Z,164049188825210
"""Mot$ @ m8FyQBZbz8"" posts a small blind of 1",2021-12-26T04:11:28.252Z,164049188825209
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (249) | #3 ""Butterpup @ kvBEwd541y"" (197) | #6 ""mangarino @ UBRS2d0ZyT"" (146) | #7 ""Mot$ @ m8FyQBZbz8"" (308) | #8 ""thecow808 @ uTl-xcNY0V"" (714) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (544)",2021-12-26T04:11:28.252Z,164049188825201
"-- starting hand #247  (No Limit Texas Hold'em) (dealer: ""mangarino @ UBRS2d0ZyT"") --",2021-12-26T04:11:28.252Z,164049188825200
"-- ending hand #246 --",2021-12-26T04:11:25.194Z,164049188519402
"""mangarino @ UBRS2d0ZyT"" collected 24 from pot with Straight, J High (combination: J♣, 10♥, 9♦, 8♣, 7♣)",2021-12-26T04:11:25.194Z,164049188519401
"""mangarino @ UBRS2d0ZyT"" shows a 10♥, 10♦.",2021-12-26T04:11:25.194Z,164049188519400
"""Mot$ @ m8FyQBZbz8"" checks",2021-12-26T04:11:24.288Z,164049188428800
"""mangarino @ UBRS2d0ZyT"" checks",2021-12-26T04:11:22.970Z,164049188297000
"River: 9♦, 8♣, 7♣, J♣ [3♥]",2021-12-26T04:11:20.194Z,164049188019400
"""Mot$ @ m8FyQBZbz8"" checks",2021-12-26T04:11:19.282Z,164049187928200
"""mangarino @ UBRS2d0ZyT"" checks",2021-12-26T04:11:16.988Z,164049187698800
"Turn: 9♦, 8♣, 7♣ [J♣]",2021-12-26T04:11:13.073Z,164049187307300
"""Mot$ @ m8FyQBZbz8"" calls 6",2021-12-26T04:11:12.196Z,164049187219600
"""mangarino @ UBRS2d0ZyT"" bets 6",2021-12-26T04:11:10.091Z,164049187009100
"Flop:  [9♦, 8♣, 7♣]",2021-12-26T04:11:04.781Z,164049186478100
"""Mot$ @ m8FyQBZbz8"" calls 6",2021-12-26T04:11:03.933Z,164049186393300
"""mangarino @ UBRS2d0ZyT"" raises to 6",2021-12-26T04:11:00.389Z,164049186038900
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:10:55.141Z,164049185514100
"""Makkah @ 2dJHfqjO-R"" folds",2021-12-26T04:10:51.659Z,164049185165900
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:10:50.660Z,164049185066000
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:10:49.618Z,164049184961800
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T04:10:46.082Z,164049184608200
"""Mot$ @ m8FyQBZbz8"" posts a big blind of 2",2021-12-26T04:10:40.558Z,164049184055811
"""mangarino @ UBRS2d0ZyT"" posts a small blind of 1",2021-12-26T04:10:40.558Z,164049184055810
"Player stacks: #1 ""Makkah @ 2dJHfqjO-R"" (249) | #3 ""Butterpup @ kvBEwd541y"" (197) | #6 ""mangarino @ UBRS2d0ZyT"" (134) | #7 ""Mot$ @ m8FyQBZbz8"" (320) | #8 ""thecow808 @ uTl-xcNY0V"" (714) | #9 ""SRV @ 6Idg2NjIGE"" (455) | #10 ""home game hero @ dgEP-4bywu"" (544)",2021-12-26T04:10:40.558Z,164049184055802
"-- starting hand #246  (No Limit Texas Hold'em) (dead button) --",2021-12-26T04:10:40.558Z,164049184055801
"The player ""areeke @ 1owkVtOQsF"" quits the game with a stack of 772.",2021-12-26T04:10:40.558Z,164049184055800
"-- ending hand #245 --",2021-12-26T04:10:37.551Z,164049183755102
"""Makkah @ 2dJHfqjO-R"" collected 31 from pot",2021-12-26T04:10:37.551Z,164049183755101
"Uncalled bet of 10 returned to ""Makkah @ 2dJHfqjO-R""",2021-12-26T04:10:37.551Z,164049183755100
"""Mot$ @ m8FyQBZbz8"" folds",2021-12-26T04:10:36.638Z,164049183663800
"""Makkah @ 2dJHfqjO-R"" bets 10",2021-12-26T04:10:31.516Z,164049183151600
"""Mot$ @ m8FyQBZbz8"" checks",2021-12-26T04:10:25.097Z,164049182509700
"Flop:  [3♣, K♠, 8♣]",2021-12-26T04:10:23.478Z,164049182347800
"""Mot$ @ m8FyQBZbz8"" calls 14",2021-12-26T04:10:22.648Z,164049182264800
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T04:10:17.490Z,164049181749000
"""areeke @ 1owkVtOQsF"" folds",2021-12-26T04:10:12.251Z,164049181225100
"""Butterpup @ kvBEwd541y"" folds",2021-12-26T04:10:11.417Z,164049181141700
"""Makkah @ 2dJHfqjO-R"" raises to 14",2021-12-26T04:10:10.506Z,164049181050600
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T04:09:56.415Z,164049179641500
"""SRV @ 6Idg2NjIGE"" folds",2021-12-26T04:09:55.459Z,164049179545900
